timestamp,model_path,grid_x,grid_y,target_x,target_y,episode,success,steps,block_x,block_y,block_angle,pos_noise,max_steps
2026-02-20T11:42:48.594704,outputs\train\act_440ep_both_grounds\final,2,4,0.21999999999999997,0.19999999999999998,0,False,300,0.21617207154668208,0.19830855341398493,-130.87477526267253,0.02,300
2026-02-20T11:42:48.594704,outputs\train\act_440ep_both_grounds\final,2,4,0.21999999999999997,0.19999999999999998,1,True,160,0.20068083469532597,0.18710498664486214,167.32210075960091,0.02,300
2026-02-20T11:42:48.594704,outputs\train\act_440ep_both_grounds\final,2,4,0.21999999999999997,0.19999999999999998,2,True,163,0.22618426457938823,0.20546750566802943,97.92398804580499,0.02,300
2026-02-20T11:42:48.594704,outputs\train\act_440ep_both_grounds\final,2,4,0.21999999999999997,0.19999999999999998,3,False,300,0.23320985020108745,0.19076249452216598,-139.96545246262033,0.02,300
2026-02-20T11:42:48.594704,outputs\train\act_440ep_both_grounds\final,2,4,0.21999999999999997,0.19999999999999998,4,True,137,0.20641473718865738,0.20164913945818141,-117.26378295822776,0.02,300
2026-02-20T11:42:48.594704,outputs\train\act_440ep_both_grounds\final,2,4,0.21999999999999997,0.19999999999999998,5,True,148,0.23268908269247449,0.1817134023655443,-81.63199667829781,0.02,300
2026-02-20T11:42:48.594704,outputs\train\act_440ep_both_grounds\final,2,4,0.21999999999999997,0.19999999999999998,6,False,300,0.22660484852627838,0.18543620354522478,144.82780048909424,0.02,300
2026-02-20T11:42:48.594704,outputs\train\act_440ep_both_grounds\final,2,4,0.21999999999999997,0.19999999999999998,7,False,300,0.2250871697425288,0.19174151323655045,162.94534855473964,0.02,300
2026-02-20T11:42:48.594704,outputs\train\act_440ep_both_grounds\final,2,4,0.21999999999999997,0.19999999999999998,8,False,300,0.21650055602149257,0.19062369689591127,122.62344561969354,0.02,300
2026-02-20T11:42:48.594704,outputs\train\act_440ep_both_grounds\final,2,4,0.21999999999999997,0.19999999999999998,9,True,128,0.23833029723007293,0.20524238635305342,62.56790337864901,0.02,300
2026-02-20T11:42:48.594704,outputs\train\act_440ep_both_grounds\final,2,5,0.21999999999999997,0.275,0,True,171,0.22329239923132202,0.26448677009137567,-85.55493491286981,0.02,300
2026-02-20T11:42:48.594704,outputs\train\act_440ep_both_grounds\final,2,5,0.21999999999999997,0.275,1,True,195,0.2225931872826613,0.26508916987354075,-36.19587632740352,0.02,300
2026-02-20T11:42:48.594704,outputs\train\act_440ep_both_grounds\final,2,5,0.21999999999999997,0.275,2,True,155,0.23317421149889567,0.29228959017193074,-114.29636458718606,0.02,300
2026-02-20T11:42:48.594704,outputs\train\act_440ep_both_grounds\final,2,5,0.21999999999999997,0.275,3,True,136,0.21426271419939688,0.26115633329240606,-115.30351810555774,0.02,300
2026-02-20T11:42:48.594704,outputs\train\act_440ep_both_grounds\final,2,5,0.21999999999999997,0.275,4,False,300,0.2276030967959934,0.2838255692916228,-136.41155818982386,0.02,300
2026-02-20T11:42:48.594704,outputs\train\act_440ep_both_grounds\final,2,5,0.21999999999999997,0.275,5,True,186,0.21944921860497407,0.29177418932745963,6.037415580224864,0.02,300
2026-02-20T11:42:48.594704,outputs\train\act_440ep_both_grounds\final,2,5,0.21999999999999997,0.275,6,True,183,0.21043789448647912,0.2772833204119571,-133.1893008599558,0.02,300
2026-02-20T11:42:48.594704,outputs\train\act_440ep_both_grounds\final,2,5,0.21999999999999997,0.275,7,False,300,0.23201411026375118,0.28086803926832,-10.592739426119108,0.02,300
2026-02-20T11:42:48.594704,outputs\train\act_440ep_both_grounds\final,2,5,0.21999999999999997,0.275,8,True,206,0.214813606172436,0.27481358125525096,176.90939664828247,0.02,300
2026-02-20T11:42:48.594704,outputs\train\act_440ep_both_grounds\final,2,5,0.21999999999999997,0.275,9,False,300,0.22355890873965992,0.2900658244202173,147.85784861260828,0.02,300
2026-02-20T11:42:48.594704,outputs\train\act_440ep_both_grounds\final,1,4,0.16999999999999998,0.19999999999999998,0,True,174,0.1772520336452483,0.20707292299917193,-26.16862567747421,0.02,300
2026-02-20T11:42:48.594704,outputs\train\act_440ep_both_grounds\final,1,4,0.16999999999999998,0.19999999999999998,1,True,192,0.1886591171065638,0.18229465631602373,142.45427006088187,0.02,300
2026-02-20T11:42:48.594704,outputs\train\act_440ep_both_grounds\final,1,4,0.16999999999999998,0.19999999999999998,2,False,300,0.1581039580951552,0.2134521420001184,-132.94720130062507,0.02,300
2026-02-20T11:42:48.594704,outputs\train\act_440ep_both_grounds\final,1,4,0.16999999999999998,0.19999999999999998,3,False,300,0.1511539167522084,0.21742793944227543,58.74000602769294,0.02,300
2026-02-20T11:42:48.594704,outputs\train\act_440ep_both_grounds\final,1,4,0.16999999999999998,0.19999999999999998,4,False,300,0.16470450646697915,0.18000762124713304,-19.351226585034134,0.02,300
2026-02-20T11:42:48.594704,outputs\train\act_440ep_both_grounds\final,1,4,0.16999999999999998,0.19999999999999998,5,True,146,0.1882915747515499,0.20190168978659853,108.835281676935,0.02,300
2026-02-20T11:42:48.594704,outputs\train\act_440ep_both_grounds\final,1,4,0.16999999999999998,0.19999999999999998,6,True,148,0.18475976937426636,0.1966322615625416,-63.91876571925475,0.02,300
2026-02-20T11:42:48.594704,outputs\train\act_440ep_both_grounds\final,1,4,0.16999999999999998,0.19999999999999998,7,False,300,0.15190862254888537,0.21494672017222963,-120.17770912904135,0.02,300
